1	1
2	2
2	3
2	4
2	5
3	6
3	7
2	8
2	9
2	10
3	11
2	12
3	13
3	14
4	15
3	16
4	17
3	18
3	19
4	20
4	21
4	22
4	23
5	24
5	25
6	26
6	27
6	28
7	29
7	30
8	31
8	32
7	33
7	34
7	35
8	36
8	37
9	38
9	39
10	40
9	41
10	42
9	43
9	44
10	45
9	46
9	47
9	48
9	49
9	50
9	51
9	52
9	53
9	54
9	55
10	56
10	57
11	58
10	59
11	60
11	61
12	62
11	63
12	64
11	65
11	66
11	67
12	68
11	69
12	70
11	71
12	72
12	73
13	74
12	75
12	76
13	77
12	78
13	79
12	80
12	81
13	82
13	83
14	84
13	85
14	86
13	87
14	88
13	89
13	90
13	91
13	92
13	93
13	94
13	95
13	96
13	97
14	98
13	99
13	100
13	101
13	102
14	103
13	104
13	105
13	106
13	107
14	108
14	109
14	110
14	111
14	112
14	113
14	114
14	115
15	116
15	117
16	118
15	119
16	120
15	121
16	122
16	123
17	124
16	125
17	126
17	127
18	128
18	129
18	130
18	131
19	132
19	133
19	134
20	135
19	136
19	137
19	138
19	139
19	140
19	141
20	142
20	143
20	144
20	145
21	146
21	147
21	148
22	149
21	150
22	151
21	152
22	153
22	154
23	155
22	156
22	157
23	158
23	159
23	160
23	161
23	162
23	163
24	164
24	165
24	166
25	167
24	168
25	169
24	170
25	171
24	172
24	173
25	174
25	175
25	176
26	177
26	178
26	179
27	180
27	181
28	182
27	183
28	184
27	185
27	186
28	187
28	188
28	189
29	190
29	191
30	192
30	193
30	194
31	195
31	196
32	197
31	198
31	199
32	200
32	201
33	202
32	203
32	204
33	205
32	206
32	207
32	208
33	209
32	210
33	211
33	212
33	213
33	214
34	215
34	216
34	217
35	218
35	219
35	220
36	221
35	222
36	223
35	224
36	225
36	226
37	227
37	228
37	229
38	230
37	231
38	232
37	233
38	234
37	235
38	236
38	237
38	238
39	239
38	240
38	241
38	242
39	243
39	244
39	245
39	246
40	247
39	248
39	249
39	250
40	251
39	252
40	253
39	254
40	255
40	256
40	257
40	258
40	259
40	260
41	261
41	262
42	263
42	264
43	265
43	266
43	267
43	268
44	269
44	270
44	271
45	272
44	273
45	274
44	275
44	276
45	277
45	278
45	279
46	280
45	281
45	282
46	283
45	284
45	285
46	286
45	287
46	288
45	289
45	290
45	291
45	292
46	293
45	294
45	295
46	296
45	297
46	298
45	299
45	300
46	301
45	302
45	303
46	304
45	305
46	306
46	307
47	308
47	309
48	310
47	311
47	312
48	313
48	314
49	315
48	316
49	317
49	318
49	319
50	320
49	321
49	322
50	323
50	324
50	325
50	326
51	327
51	328
51	329
52	330
51	331
52	332
51	333
51	334
52	335
52	336
52	337
53	338
53	339
53	340
54	341
54	342
55	343
54	344
54	345
54	346
55	347
54	348
54	349
54	350
55	351
55	352
55	353
55	354
55	355
56	356
55	357
55	358
55	359
56	360
56	361
56	362
56	363
57	364
57	365
57	366
57	367
58	368
57	369
57	370
58	371
58	372
59	373
59	374
60	375
60	376
59	377
60	378
60	379
61	380
60	381
60	382
60	383
60	384
60	385
60	386
61	387
60	388
61	389
61	390
61	391
62	392
62	393
63	394
62	395
63	396
63	397
64	398
64	399
65	400
64	401
65	402
65	403
65	404
66	405
65	406
66	407
66	408
67	409
67	410
67	411
67	412
68	413
67	414
67	415
68	416
67	417
67	418
67	419
68	420
67	421
67	422
67	423
68	424
68	425
69	426
68	427
69	428
68	429
68	430
69	431
69	432
69	433
69	434
70	435
70	436
70	437
71	438
70	439
70	440
70	441
71	442
70	443
71	444
70	445
70	446
70	447
71	448
70	449
71	450
70	451
70	452
70	453
71	454
71	455
71	456
71	457
71	458
72	459
72	460
72	461
73	462
72	463
73	464
73	465
73	466
73	467
73	468
73	469
73	470
73	471
74	472
73	473
74	474
73	475
73	476
74	477
74	478
75	479
75	480
75	481
76	482
75	483
76	484
75	485
75	486
76	487
75	488
75	489
75	490
76	491
76	492
76	493
76	494
77	495
76	496
76	497
77	498
77	499
78	500
78	501
77	502
77	503
77	504
78	505
78	506
78	507
79	508
78	509
79	510
78	511
79	512
79	513
80	514
79	515
80	516
79	517
80	518
79	519
80	520
79	521
78	522
78	523
79	524
79	525
79	526
79	527
79	528
79	529
80	530
79	531
79	532
79	533
79	534
79	535
80	536
80	537
80	538
81	539
81	540
82	541
81	542
81	543
82	544
82	545
83	546
82	547
82	548
82	549
82	550
82	551
83	552
83	553
83	554
84	555
84	556
84	557
85	558
85	559
86	560
85	561
85	562
85	563
86	564
86	565
86	566
