1	0.000000	1
2	0.000000	1
3	0.000000	1
4	0.000000	1
5	0.000000	2
6	0.000000	1
7	0.000000	1
8	0.000000	1
9	0.000000	1
10	0.000000	2
11	0.000000	2
12	24.000000	2
13	24.000000	2
14	16.000000	3
15	16.000000	3
16	24.000000	3
17	24.000000	3
18	24.000000	3
19	24.000000	3
20	24.000000	3
21	16.000000	3
22	16.000000	3
23	21.333334	3
24	21.333334	3
25	16.000000	4
26	38.000000	4
27	38.000000	4
28	34.000000	4
29	70.000000	4
30	70.000000	4
31	70.000000	4
32	70.000000	4
33	70.000000	4
34	56.000000	5
35	68.800003	5
36	68.800003	5
37	68.800003	5
38	68.800003	5
39	68.800003	5
40	68.800003	5
41	57.333332	6
42	57.333332	6
43	66.666664	6
44	66.666664	6
45	66.666664	6
46	66.666664	6
47	66.666664	6
48	66.666664	6
49	57.142857	7
50	65.142860	7
51	57.000000	8
52	67.000000	8
53	67.000000	8
54	67.000000	8
55	67.000000	8
56	67.000000	8
57	67.000000	8
58	67.000000	8
59	67.000000	8
60	67.000000	8
61	67.000000	8
62	67.000000	8
63	67.000000	8
64	60.000000	8
65	68.571426	7
66	68.571426	7
67	68.571426	7
68	68.571426	7
69	68.571426	7
70	68.571426	7
71	60.000000	8
72	53.333332	9
73	64.000000	9
74	64.000000	9
75	64.000000	9
76	64.000000	9
77	57.599998	10
78	57.599998	10
79	60.000000	10
80	60.000000	10
81	60.000000	10
82	60.000000	10
83	60.000000	10
84	54.545456	11
85	50.000000	12
86	51.333332	12
87	51.333332	12
88	51.333332	12
89	43.636364	11
90	40.000000	12
91	36.923077	13
92	36.923077	13
93	36.923077	13
94	36.923077	13
95	34.285713	14
96	36.923077	13
97	36.923077	13
98	43.692307	13
99	34.000000	12
100	34.000000	12
101	34.000000	12
102	30.666666	12
103	28.307692	13
104	30.666666	12
105	30.666666	12
106	28.307692	13
107	28.307692	13
108	28.307692	13
109	40.615383	13
110	40.615383	13
111	40.615383	13
112	37.714287	14
113	37.714287	14
114	40.571430	14
115	40.571430	14
116	40.571430	14
117	38.857143	14
118	36.266666	15
119	36.266666	15
120	48.000000	15
121	47.466667	15
122	47.466667	15
123	50.857143	14
124	50.857143	14
125	47.466667	15
126	47.466667	15
127	47.466667	15
128	47.466667	15
129	50.133335	15
130	50.133335	15
131	50.133335	15
132	50.133335	15
133	50.133335	15
134	50.133335	15
135	50.133335	15
136	50.133335	15
137	50.133335	15
138	50.133335	15
139	50.133335	15
140	50.133335	15
141	49.066666	15
142	49.066666	15
143	46.000000	16
144	55.000000	16
145	55.000000	16
146	55.000000	16
147	52.500000	16
148	52.500000	16
149	56.000000	15
150	56.000000	15
151	56.000000	15
152	56.000000	15
153	56.000000	15
154	56.000000	15
155	52.500000	16
156	56.000000	15
157	56.000000	15
158	52.500000	16
159	48.000000	16
160	51.200001	15
161	58.133335	15
162	58.133335	15
163	58.133335	15
164	58.133335	15
165	58.133335	15
166	58.133335	15
167	58.133335	15
168	58.133335	15
169	54.500000	16
170	50.000000	16
171	50.000000	16
172	48.500000	16
173	48.500000	16
174	51.733334	15
175	54.933334	15
176	53.866665	15
177	53.866665	15
178	57.066666	15
179	57.066666	15
180	57.066666	15
181	51.733334	15
182	51.733334	15
183	57.599998	15
184	54.000000	16
185	54.000000	16
186	58.500000	16
187	58.500000	16
188	58.500000	16
189	58.500000	16
190	58.500000	16
191	58.500000	16
192	55.058823	17
193	55.529411	17
194	52.444443	18
195	55.529411	17
196	55.529411	17
197	55.529411	17
198	52.444443	18
199	54.222221	18
200	54.222221	18
201	54.222221	18
202	54.222221	18
203	54.222221	18
204	54.222221	18
205	48.000000	18
206	50.823528	17
207	48.000000	18
208	48.470589	17
209	48.470589	17
210	48.470589	17
211	45.777779	18
212	48.470589	17
213	51.500000	16
214	51.200001	15
215	51.200001	15
216	51.200001	15
217	59.733334	15
218	59.733334	15
219	59.733334	15
220	59.733334	15
221	59.733334	15
222	56.000000	16
223	63.500000	16
224	63.500000	16
225	63.500000	16
226	63.500000	16
227	63.500000	16
228	63.500000	16
229	63.500000	16
230	59.764706	17
231	59.764706	17
232	56.444443	18
233	53.473682	19
234	66.947365	19
235	66.947365	19
236	63.599998	20
237	68.800003	20
238	65.523811	21
239	62.545456	22
240	65.523811	21
241	67.047623	21
242	67.047623	21
243	61.333332	21
244	61.333332	21
245	61.333332	21
246	64.000000	21
247	64.000000	21
248	61.090908	22
249	64.727272	22
250	61.913044	23
251	65.043480	23
252	65.043480	23
253	65.043480	23
254	65.043480	23
255	62.333332	24
256	65.043480	23
257	65.043480	23
258	65.043480	23
259	65.043480	23
260	65.043480	23
261	63.652172	23
262	63.652172	23
263	61.000000	24
264	58.560001	25
265	56.307693	26
266	58.560001	25
267	58.560001	25
268	58.560001	25
269	58.560001	25
270	58.560001	25
271	69.120003	25
272	69.120003	25
273	69.120003	25
274	69.120003	25
275	69.120003	25
276	66.461540	26
277	69.120003	25
278	69.120003	25
279	69.120003	25
280	69.120003	25
281	69.120003	25
282	69.120003	25
283	69.120003	25
284	69.120003	25
285	66.461540	26
286	69.120003	25
287	68.160004	25
288	68.160004	25
289	69.440002	25
290	69.440002	25
291	66.769234	26
292	68.000000	26
293	68.000000	26
294	68.000000	26
295	65.481483	27
296	63.142857	28
297	63.142857	28
298	65.481483	27
299	66.074074	27
300	64.592590	27
301	62.285713	28
302	62.285713	28
303	58.571430	28
304	56.551723	29
305	56.551723	29
306	58.571430	28
307	58.571430	28
308	58.571430	28
309	64.285713	28
310	64.285713	28
311	62.068966	29
312	64.285713	28
313	64.285713	28
314	64.285713	28
315	64.285713	28
316	62.068966	29
317	65.655174	29
318	65.655174	29
319	65.655174	29
320	63.466667	30
321	62.933334	30
322	60.533333	30
323	60.533333	30
324	62.620689	29
325	62.620689	29
326	62.620689	29
327	60.965519	29
328	58.933334	30
329	60.965519	29
330	63.172413	29
331	61.066666	30
332	64.800003	30
333	62.709679	31
334	64.800003	30
335	62.709679	31
336	64.516129	31
337	64.516129	31
338	64.516129	31
339	64.516129	31
340	64.516129	31
341	63.741936	31
342	61.750000	32
343	61.750000	32
344	63.741936	31
345	61.750000	32
346	58.750000	32
347	56.969696	33
348	55.294117	34
349	54.588234	34
350	54.588234	34
351	53.028572	35
352	51.555557	36
353	67.777779	36
354	67.777779	36
355	67.777779	36
356	67.777779	36
357	63.777779	36
358	63.777779	36
359	62.054054	37
360	62.054054	37
361	59.891891	37
362	59.891891	37
363	58.315788	38
364	56.820515	39
365	56.820515	39
366	58.315788	38
367	59.891891	37
368	59.891891	37
369	58.315788	38
370	59.891891	37
371	62.918919	37
372	62.918919	37
373	62.918919	37
374	62.918919	37
375	62.918919	37
376	62.918919	37
377	62.918919	37
378	62.918919	37
379	62.918919	37
380	62.918919	37
381	62.918919	37
382	62.918919	37
383	62.918919	37
384	60.972973	37
385	60.972973	37
386	62.666668	36
387	62.666668	36
388	62.666668	36
389	62.666668	36
390	60.972973	37
391	59.368420	38
392	59.368420	38
393	61.473682	38
394	60.421051	38
395	60.421051	38
396	58.871796	39
397	58.871796	39
398	60.717949	39
399	58.051281	39
400	58.051281	39
401	56.410255	39
402	56.410255	39
403	52.421051	38
404	50.947369	38
405	50.526318	38
406	49.230770	39
407	50.526318	38
408	49.513512	37
